item,family,wave,question_text,option_code,option_label,option_position,n_options,option_text,paired_coverage,entropy_nats
CC20_441a,CC20_441,target_post,"Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree",3,Neither agree nor disagree,2,5,"Question: Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree Response option: Neither agree nor disagree",0.9993210606971736,1.585283836720143
CC20_441a,CC20_441,target_post,"Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree",4,Somewhat disagree,3,5,"Question: Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree Response option: Somewhat disagree",0.9993210606971736,1.585283836720143
CC20_441a,CC20_441,target_post,"Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree",5,Strongly disagree,4,5,"Question: Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree Response option: Strongly disagree",0.9993210606971736,1.585283836720143
CC20_441b,CC20_441,target_post,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",1,Strongly agree,0,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Strongly agree",0.9992240693681984,1.5585239908207842
CC20_441b,CC20_441,target_post,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",2,Somewhat agree,1,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Somewhat agree",0.9992240693681984,1.5585239908207842
CC20_441b,CC20_441,target_post,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",3,Neither agree nor disagree,2,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Neither agree nor disagree",0.9992240693681984,1.5585239908207842
CC20_441b,CC20_441,target_post,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",4,Somewhat disagree,3,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Somewhat disagree",0.9992240693681984,1.5585239908207842
CC20_441b,CC20_441,target_post,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",5,Strongly disagree,4,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Strongly disagree",0.9992240693681984,1.5585239908207842
CC20_442a,CC20_442,target_post,prompt once on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,1,Support,0,2,Question: prompt once on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Support,0.9992046711024034,0.6928555252481838
CC20_442a,CC20_442,target_post,prompt once on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,2,Oppose,1,2,Question: prompt once on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Oppose,0.9992046711024034,0.6928555252481838
CC20_442b,CC20_442,target_post,on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,1,Support,0,2,Question: on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Support,0.999515043355124,0.6929550538665693
CC20_442b,CC20_442,target_post,on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,2,Oppose,1,2,Question: on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Oppose,0.999515043355124,0.6929550538665693
CC20_442c,CC20_442,target_post,Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,1,Support,0,2,Question: Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Support,0.9998060173420495,0.6468518993207031
CC20_442c,CC20_442,target_post,Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,2,Oppose,1,2,Question: Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Oppose,0.9998060173420495,0.6468518993207031
CC20_442d,CC20_442,target_post,ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,1,Support,0,2,Question: ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Support,0.9998060173420495,0.6648228101268275
CC20_442d,CC20_442,target_post,ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,2,Oppose,1,2,Question: ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Oppose,0.9998060173420495,0.6648228101268275
CC20_442e,CC20_442,target_post,ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,1,Support,0,2,Question: ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Support,0.9992434676339936,0.693130670867145
CC20_442e,CC20_442,target_post,ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,2,Oppose,1,2,Question: ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Oppose,0.9992434676339936,0.693130670867145
CC20_443_1,CC20_443,target_post,CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked,1,Greatly increase,0,5,Question: CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked Response option: Greatly increase,0.99992240693682,1.5111884701580929
CC20_443_1,CC20_443,target_post,CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked,2,Slightly increase,1,5,Question: CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked Response option: Slightly increase,0.99992240693682,1.5111884701580929
CC20_443_1,CC20_443,target_post,CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked,3,Maintain,2,5,Question: CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked Response option: Maintain,0.99992240693682,1.5111884701580929
CC20_443_1,CC20_443,target_post,CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked,4,Slightly decrease,3,5,Question: CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked Response option: Slightly decrease,0.99992240693682,1.5111884701580929
CC20_443_1,CC20_443,target_post,CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked,5,Greatly decrease,4,5,Question: CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked Response option: Greatly decrease,0.99992240693682,1.5111884701580929
CC20_443_2,CC20_443,target_post,CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked,1,Greatly increase,0,5,Question: CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked Response option: Greatly increase,0.99992240693682,1.310291022073197
CC20_443_2,CC20_443,target_post,CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked,2,Slightly increase,1,5,Question: CC20_443- prompt once on skip GRID State legislatures must make choices when making spending decisions on important state programs. How would you like your legislature to spend money on each of the five areas below? legislature spending ROWS CC20_443_1 Welfare CC20_443_2 Health Care CC20_443_3 Education CC20_443_4 Law Enforcement CC20_443_5 Transportation/Infrastructure COLUMNS 1 ○ Greatly increase 2 ○ Slightly increase 3 ○ Maintain 4 ○ Slightly decrease 5 ○ Greatly decrease 8 Skipped 9 Not Asked Response option: Slightly increase,0.99992240693682,1.310291022073197
